pmid,pmcid,doi,secondary_doi,collection_id,collection_name,source,image_name,map_type,image_file,collection_id.1,image_id,number_of_subjects,cognitive_paradigm_cogatlas_id,cognitive_contrast_cogatlas_id,contrast_definition,cognitive_paradigm_cogatlas_name,cognitive_contrast_cogatlas_name,image_path,contrast_id,id
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,12: PE_plac_selfvsothernoone,T,images/13665/spmT_0012.nii.gz,13665,794574,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794574_spmT_0012.nii.gz,"collection_id    13665
collection_id    13665
Name: 4834, dtype: object-794574","36848972.0-collection_id    13665
collection_id    13665
Name: 4834, dtype: object-794574"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,10: PE_plac_selfothervsnoone,T,images/13665/spmT_0010.nii.gz,13665,794572,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794572_spmT_0010.nii.gz,"collection_id    13665
collection_id    13665
Name: 4835, dtype: object-794572","36848972.0-collection_id    13665
collection_id    13665
Name: 4835, dtype: object-794572"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,9: PE_plac_noonevsother,T,images/13665/spmT_0009.nii.gz,13665,794571,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794571_spmT_0009.nii.gz,"collection_id    13665
collection_id    13665
Name: 4836, dtype: object-794571","36848972.0-collection_id    13665
collection_id    13665
Name: 4836, dtype: object-794571"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,7: PE_plac_noonevsself,T,images/13665/spmT_0007.nii.gz,13665,794569,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794569_spmT_0007.nii.gz,"collection_id    13665
collection_id    13665
Name: 4837, dtype: object-794569","36848972.0-collection_id    13665
collection_id    13665
Name: 4837, dtype: object-794569"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,6: PE_plac_selfvsnoone,T,images/13665/spmT_0006.nii.gz,13665,794568,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794568_spmT_0006.nii.gz,"collection_id    13665
collection_id    13665
Name: 4838, dtype: object-794568","36848972.0-collection_id    13665
collection_id    13665
Name: 4838, dtype: object-794568"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,4: PE_plac_selfvsother,T,images/13665/spmT_0004.nii.gz,13665,794566,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794566_spmT_0004.nii.gz,"collection_id    13665
collection_id    13665
Name: 4839, dtype: object-794566","36848972.0-collection_id    13665
collection_id    13665
Name: 4839, dtype: object-794566"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,3: PE_plac_noone,T,images/13665/spmT_0003_1.nii.gz,13665,794565,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794565_spmT_0003_1.nii.gz,"collection_id    13665
collection_id    13665
Name: 4840, dtype: object-794565","36848972.0-collection_id    13665
collection_id    13665
Name: 4840, dtype: object-794565"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,2: PE_plac_other,T,images/13665/spmT_0002_1.nii.gz,13665,794564,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794564_spmT_0002_1.nii.gz,"collection_id    13665
collection_id    13665
Name: 4841, dtype: object-794564","36848972.0-collection_id    13665
collection_id    13665
Name: 4841, dtype: object-794564"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,3: EV_plac_noone,T,images/13665/spmT_0003.nii.gz,13665,794562,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794562_spmT_0003.nii.gz,"collection_id    13665
collection_id    13665
Name: 4842, dtype: object-794562","36848972.0-collection_id    13665
collection_id    13665
Name: 4842, dtype: object-794562"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,2: EV_plac_other,T,images/13665/spmT_0002.nii.gz,13665,794561,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794561_spmT_0002.nii.gz,"collection_id    13665
collection_id    13665
Name: 4843, dtype: object-794561","36848972.0-collection_id    13665
collection_id    13665
Name: 4843, dtype: object-794561"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,1: EV_plac_self,T,images/13665/spmT_0001.nii.gz,13665,794560,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794560_spmT_0001.nii.gz,"collection_id    13665
collection_id    13665
Name: 4844, dtype: object-794560","36848972.0-collection_id    13665
collection_id    13665
Name: 4844, dtype: object-794560"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,11: PE_plac_noonevsselfother,T,images/13665/spmT_0011.nii.gz,13665,794573,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794573_spmT_0011.nii.gz,"collection_id    13665
collection_id    13665
Name: 4845, dtype: object-794573","36848972.0-collection_id    13665
collection_id    13665
Name: 4845, dtype: object-794573"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,8: PE_plac_othervsnoone,T,images/13665/spmT_0008.nii.gz,13665,794570,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794570_spmT_0008.nii.gz,"collection_id    13665
collection_id    13665
Name: 4846, dtype: object-794570","36848972.0-collection_id    13665
collection_id    13665
Name: 4846, dtype: object-794570"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,5: PE_plac_othervsself,T,images/13665/spmT_0005.nii.gz,13665,794567,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794567_spmT_0005.nii.gz,"collection_id    13665
collection_id    13665
Name: 4847, dtype: object-794567","36848972.0-collection_id    13665
collection_id    13665
Name: 4847, dtype: object-794567"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,1: PE_plac_self,T,images/13665/spmT_0001_1.nii.gz,13665,794563,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794563_spmT_0001_1.nii.gz,"collection_id    13665
collection_id    13665
Name: 4848, dtype: object-794563","36848972.0-collection_id    13665
collection_id    13665
Name: 4848, dtype: object-794563"
37331231.0,10285498.0,,,12991,Developmental patterns and individual differences in responding to social feedback:  a longitudinal fMRI study from childhood to adolescence,pubmed,T1: NeutralNoise > NegativeNoise,T,images/12991/spmT_0008.nii.gz,12991,794837,383.0,trm_4f2453ce33f16,,activation during behavioral responses following neutral feedback versus following negative feedback,social judgment task,None / Other,12991-794837_spmT_0008.nii.gz,"collection_id    12991
collection_id    12991
Name: 4849, dtype: object-794837","37331231.0-collection_id    12991
collection_id    12991
Name: 4849, dtype: object-794837"
37331231.0,10285498.0,,,12991,Developmental patterns and individual differences in responding to social feedback:  a longitudinal fMRI study from childhood to adolescence,pubmed,T1: NegativeNoise > NeutralNoise,T,images/12991/spmT_0009.nii.gz,12991,794836,383.0,trm_4f2453ce33f16,,activation during behavioral responses following negative feedback versus following neutral feedback,social judgment task,None / Other,12991-794836_spmT_0009.nii.gz,"collection_id    12991
collection_id    12991
Name: 4850, dtype: object-794836","37331231.0-collection_id    12991
collection_id    12991
Name: 4850, dtype: object-794836"
37331231.0,10285498.0,,,12991,Developmental patterns and individual differences in responding to social feedback:  a longitudinal fMRI study from childhood to adolescence,pubmed,T1: NeutralNoise > NegativeNoise with noise blast duration as regressor,T,images/12991/spmT_0002.nii.gz,12991,794838,383.0,trm_4f2453ce33f16,,,social judgment task,None / Other,12991-794838_spmT_0002.nii.gz,"collection_id    12991
collection_id    12991
Name: 4851, dtype: object-794838","37331231.0-collection_id    12991
collection_id    12991
Name: 4851, dtype: object-794838"
37331231.0,10285498.0,,,12991,Developmental patterns and individual differences in responding to social feedback:  a longitudinal fMRI study from childhood to adolescence,pubmed,T3: NegativeNoise > NeutralNoise,T,images/12991/spmT_0009_1.nii.gz,12991,794839,365.0,trm_4f2453ce33f16,,activation during behavioral responses following negative feedback versus following neutral feedback,social judgment task,None / Other,12991-794839_spmT_0009_1.nii.gz,"collection_id    12991
collection_id    12991
Name: 4852, dtype: object-794839","37331231.0-collection_id    12991
collection_id    12991
Name: 4852, dtype: object-794839"
37331231.0,10285498.0,,,12991,Developmental patterns and individual differences in responding to social feedback:  a longitudinal fMRI study from childhood to adolescence,pubmed,T3: NeutralNoise > NegativeNoise,T,images/12991/spmT_0008_1.nii.gz,12991,794840,365.0,trm_4f2453ce33f16,,activation during behavioral responses following neutral feedback versus following negative feedback,social judgment task,None / Other,12991-794840_spmT_0008_1.nii.gz,"collection_id    12991
collection_id    12991
Name: 4853, dtype: object-794840","37331231.0-collection_id    12991
collection_id    12991
Name: 4853, dtype: object-794840"
37331231.0,10285498.0,,,12991,Developmental patterns and individual differences in responding to social feedback:  a longitudinal fMRI study from childhood to adolescence,pubmed,T3: NeutralNoise > NegativeNoise with noise blast duration as regressor,T,images/12991/spmT_0002_1.nii.gz,12991,794841,365.0,trm_4f2453ce33f16,,,social judgment task,None / Other,12991-794841_spmT_0002_1.nii.gz,"collection_id    12991
collection_id    12991
Name: 4854, dtype: object-794841","37331231.0-collection_id    12991
collection_id    12991
Name: 4854, dtype: object-794841"
37331231.0,10285498.0,,,12991,Developmental patterns and individual differences in responding to social feedback:  a longitudinal fMRI study from childhood to adolescence,pubmed,T5: NegativeNoise > NeutralNoise,T,images/12991/spmT_0010.nii.gz,12991,794842,222.0,trm_4f2453ce33f16,,activation during behavioral responses following negative feedback versus following neutral feedback,social judgment task,None / Other,12991-794842_spmT_0010.nii.gz,"collection_id    12991
collection_id    12991
Name: 4855, dtype: object-794842","37331231.0-collection_id    12991
collection_id    12991
Name: 4855, dtype: object-794842"
37331231.0,10285498.0,,,12991,Developmental patterns and individual differences in responding to social feedback:  a longitudinal fMRI study from childhood to adolescence,pubmed,T5: NeutralNoise > NegativeNoise,T,images/12991/spmT_0011.nii.gz,12991,794843,222.0,trm_4f2453ce33f16,,activation during behavioral responses following neutral feedback versus following negative feedback,social judgment task,None / Other,12991-794843_spmT_0011.nii.gz,"collection_id    12991
collection_id    12991
Name: 4856, dtype: object-794843","37331231.0-collection_id    12991
collection_id    12991
Name: 4856, dtype: object-794843"
37331231.0,10285498.0,,,12991,Developmental patterns and individual differences in responding to social feedback:  a longitudinal fMRI study from childhood to adolescence,pubmed,T5: NeutralNoise > NegativeNoise with noise blast duration as regressor,T,images/12991/spmT_0002_2.nii.gz,12991,794844,222.0,trm_4f2453ce33f16,,,social judgment task,None / Other,12991-794844_spmT_0002_2.nii.gz,"collection_id    12991
collection_id    12991
Name: 4857, dtype: object-794844","37331231.0-collection_id    12991
collection_id    12991
Name: 4857, dtype: object-794844"
37271303.0,,,,13685,Dynamic involvement of premotor and supplementary motor areas in bimanual pinch force control ,pubmed,T-contrast Bimanual > unimanual,T,images/13685/spmT_0001.nii.gz,13685,794963,21.0,trm_4f244f997615c,Other,T-contrast Bimanual > unimanual,bimanual coordination task,Other,13685-794963_spmT_0001.nii.gz,"collection_id    13685
collection_id    13685
Name: 4862, dtype: object-794963","37271303.0-collection_id    13685
collection_id    13685
Name: 4862, dtype: object-794963"
37271303.0,,,,13685,Dynamic involvement of premotor and supplementary motor areas in bimanual pinch force control ,pubmed,T-Contrast Assymetry vs all,T,images/13685/spmT_0011.nii.gz,13685,794964,21.0,trm_4f244f997615c,Other,T-Contrast Assymetry vs all,bimanual coordination task,Other,13685-794964_spmT_0011.nii.gz,"collection_id    13685
collection_id    13685
Name: 4863, dtype: object-794964","37271303.0-collection_id    13685
collection_id    13685
Name: 4863, dtype: object-794964"
37157840.0,10168694.0,,,13740,Human endogenous oxytocin and its neural correlates show adaptive responses to social touch based on recent social context,pubmed,Z test Partner vs. Stranger,Z,images/13740/Z-test Partner vs. Stranger.nii.gz,13740,795225,27.0,tsk_Jb7hdmvDY3rLV,,,pleasantness rating task,None / Other,13740-795225_Z-test%20Partner%20vs.%20Stranger.nii.gz,"collection_id    13740
collection_id    13740
Name: 4864, dtype: object-795225","37157840.0-collection_id    13740
collection_id    13740
Name: 4864, dtype: object-795225"
